interest_rate,verified_income,debt_to_income,credit_util,public_record_bankrupt,term,issue_month,inquiries_last_12m
13.58,Not Verified,5.01,0.84,0,36,18-Mar,5
25.82,Verified,18.12,0.18,1,60,18-Feb,4
5.32,Source Verified,5.26,0.27,0,36,18-Feb,0
10.91,Not Verified,18.03,0.45,0,36,18-Jan,2
6.71,Source Verified,1.98,0.66,0,36,18-Mar,1
12.61,Source Verified,26.83,0.3,0,36,18-Mar,2
16.01,Source Verified,31.71,0.49,0,36,18-Mar,1
21.45,Source Verified,21.72,0.45,0,60,18-Jan,2
14.07,Source Verified,14.63,0.95,0,36,18-Mar,0
7.34,Not Verified,17.25,0.06,0,60,18-Feb,0
18.45,Source Verified,22.75,0.7,0,36,18-Mar,8
22.91,Verified,8.2,0.01,0,36,18-Jan,18
19.42,Verified,23.81,0.21,0,60,18-Mar,4
7.35,Verified,8.92,0.14,0,60,18-Jan,6
9.44,Verified,8.45,0.17,0,60,18-Jan,2
7.97,Not Verified,21.47,0.46,1,36,18-Jan,1
17.47,Not Verified,17.76,0.1,0,36,18-Mar,4
16.02,Not Verified,17.72,0.68,0,36,18-Feb,1
20.39,Not Verified,16.33,0.34,0,36,18-Mar,1
7.96,Source Verified,4.51,0.98,0,36,18-Mar,3
18.45,Not Verified,16.6,0.19,1,60,18-Mar,1
7.34,Source Verified,33.71,0.1,0,60,18-Mar,2
10.9,Not Verified,24.93,0.35,0,60,18-Feb,2
12.62,Not Verified,15.35,0.16,0,36,18-Feb,4
24.84,Source Verified,23.48,0.25,0,60,18-Mar,2
21.85,Source Verified,13.95,0.82,0,60,18-Mar,7
6.72,Not Verified,4.98,0.04,0,36,18-Feb,1
10.42,Source Verified,16.15,0.22,0,36,18-Jan,8
6.71,Verified,39.83,0.15,0,36,18-Mar,6
11.98,Verified,2.86,0.2,0,60,18-Mar,1
16.02,Source Verified,15.5,0.75,0,36,18-Jan,1
12.61,Source Verified,25.33,0.19,0,36,18-Mar,1
11.99,Source Verified,7.74,0.68,1,60,18-Jan,1
19.42,Verified,32.98,0.73,0,36,18-Mar,2
15.05,Not Verified,9.79,0.63,0,36,18-Jan,2
26.3,Source Verified,12.49,0.58,0,60,18-Feb,2
17.09,Source Verified,14.07,0.65,0,60,18-Feb,0
16.02,Source Verified,22.6,0.22,0,60,18-Jan,1
7.35,Source Verified,23.82,0.73,0,36,18-Jan,1
6.07,Source Verified,15.2,0.18,0,36,18-Mar,3
6.72,Verified,9.67,0.14,1,36,18-Feb,0
18.45,Source Verified,22.77,0.24,0,36,18-Mar,0
20,Verified,34.02,0.68,0,36,18-Jan,4
12.62,Verified,28.15,0.5,0,60,18-Feb,1
9.93,Source Verified,25.64,0.12,0,60,18-Feb,1
9.43,Verified,96.77,0.62,1,36,18-Mar,1
9.43,Not Verified,12.41,0.5,0,36,18-Mar,2
7.34,Verified,5.81,0.31,0,36,18-Feb,3
12.61,Verified,13.72,0.44,1,36,18-Mar,1
7.97,Not Verified,18.32,0.1,0,36,18-Feb,1
17.47,Source Verified,7.88,0.64,0,36,18-Mar,6
14.08,Not Verified,19.45,0.1,0,36,18-Jan,0
19.42,Verified,11.58,0.01,1,36,18-Mar,1
6.72,Not Verified,15.94,0.04,0,36,18-Jan,5
11.99,Not Verified,52.22,0.22,0,36,18-Jan,3
19.42,Source Verified,12.91,0.12,0,60,18-Mar,5
28.72,Source Verified,29.16,0.32,0,60,18-Feb,1
19.42,Not Verified,24.54,0.63,0,60,18-Mar,3
12.61,Source Verified,22.64,0.93,0,60,18-Mar,1
9.44,Source Verified,9.02,0.21,0,60,18-Jan,4
13.58,Not Verified,23.4,0.19,0,60,18-Mar,0
21.85,Verified,21.15,0.45,0,60,18-Mar,4
12.62,Verified,11.27,0.64,1,36,18-Jan,1
14.07,Not Verified,6.02,0.57,0,36,18-Mar,0
6.72,Not Verified,18.87,0.07,1,36,18-Feb,3
14.08,Source Verified,2.22,0.68,1,36,18-Jan,0
9.43,Source Verified,3.99,0.02,0,60,18-Mar,2
16.01,Not Verified,32,0.37,0,36,18-Mar,2
10.41,Not Verified,9.13,0.57,1,36,18-Mar,2
13.59,Verified,50.91,0.27,0,60,18-Jan,0
11.99,Verified,14.11,0.05,0,36,18-Feb,0
10.42,Not Verified,28.91,0.23,0,36,18-Jan,3
18.06,Source Verified,38.78,0.52,0,36,18-Jan,0
6.71,Verified,10.57,0.09,0,36,18-Mar,7
13.59,Source Verified,19.46,0.59,0,36,18-Feb,0
21.45,Source Verified,16.22,0.22,0,60,18-Mar,0
15.05,Verified,31.77,0.64,0,36,18-Feb,0
7.35,Not Verified,8.24,0.34,0,60,18-Jan,0
17.47,Verified,22.75,0.75,0,60,18-Mar,1
6.07,Not Verified,22.8,0.39,0,36,18-Mar,1
21.45,Not Verified,31.88,0.43,0,36,18-Jan,1
26.3,Verified,24.56,0.68,0,60,18-Feb,0
7.97,Not Verified,4.68,0.01,0,36,18-Feb,2
16.02,Source Verified,26.69,0.4,0,36,18-Jan,5
14.08,Verified,28.04,0.19,0,36,18-Jan,2
11.99,Source Verified,1.2,0.2,0,60,18-Feb,2
17.09,Source Verified,16.56,0.89,0,60,18-Jan,1
17.09,Not Verified,4.03,0.2,0,60,18-Feb,0
26.3,Source Verified,48.47,0.7,0,36,18-Feb,1
6.07,Not Verified,17.27,0.1,0,36,18-Mar,0
7.96,Not Verified,17.52,0.64,0,60,18-Feb,2
17.09,Not Verified,30.62,0.63,0,36,18-Jan,1
6.07,Source Verified,6.86,0.12,0,36,18-Mar,4
13.58,Verified,15.1,0.48,1,60,18-Mar,3
5.31,Verified,12.56,0.16,0,36,18-Mar,4
10.91,Source Verified,12.38,0.59,0,36,18-Jan,2
6.07,Not Verified,23.17,0.15,0,36,18-Mar,3
11.98,Source Verified,7.15,0.51,0,36,18-Mar,0
9.44,Verified,10.57,0.11,0,60,18-Feb,3
15.05,Not Verified,22.01,0.81,0,60,18-Jan,1
7.34,Not Verified,33.16,0.38,0,36,18-Mar,2
10.41,Not Verified,21.92,0.59,0,36,18-Mar,1
13.58,Not Verified,22.25,0.08,0,36,18-Mar,1
9.43,Source Verified,10.84,0.68,1,36,18-Feb,0
11.98,Not Verified,22.61,0.14,0,60,18-Mar,0
15.04,Source Verified,22.17,0.62,0,36,18-Mar,1
12.62,Source Verified,17.48,0.15,0,36,18-Jan,5
7.96,Verified,15.51,0.16,0,36,18-Mar,3
15.05,Not Verified,14.29,0.79,0,36,18-Feb,5
7.97,Not Verified,10.78,0.5,0,36,18-Feb,2
9.43,Source Verified,8.98,0.08,0,36,18-Mar,2
11.99,Not Verified,6.13,0.35,1,36,18-Feb,3
6.08,Source Verified,8.16,0.06,0,36,18-Jan,2
11.99,Source Verified,13.58,0.39,0,36,18-Jan,2
18.45,Verified,27.35,0.76,1,60,18-Mar,3
11.98,Not Verified,10.87,0.49,0,36,18-Mar,8
21.85,Source Verified,19.56,0.86,0,36,18-Feb,2
10.42,Source Verified,26.11,0.55,0,36,18-Feb,18
17.09,Verified,18.54,0.17,0,60,18-Feb,7
9.92,Not Verified,16.47,0.4,0,36,18-Mar,1
10.42,Not Verified,7.5,0.55,0,36,18-Jan,0
9.93,Source Verified,18.42,0.35,1,36,18-Feb,0
12.62,Verified,30.44,0.99,0,36,18-Jan,1
13.59,Source Verified,5.61,0.57,0,36,18-Jan,0
11.99,Not Verified,21.19,0.42,0,36,18-Jan,2
11.99,Not Verified,25.07,0.13,0,36,18-Jan,0
16.02,Verified,26.8,0.54,0,36,18-Jan,8
6.72,Not Verified,24.52,0.34,0,36,18-Feb,1
18.06,Not Verified,26.69,0.54,0,36,18-Feb,1
9.43,Not Verified,13.19,0.64,0,36,18-Feb,0
25.82,Verified,21.18,0.67,0,60,18-Jan,0
6.71,Not Verified,24.96,0.1,1,36,18-Mar,6
5.32,Not Verified,13.34,0.12,0,36,18-Jan,2
7.97,Verified,64.4,0.26,0,36,18-Jan,0
9.44,Not Verified,5.31,0.05,0,36,18-Jan,0
12.62,Source Verified,15.95,1.11,0,36,18-Feb,4
7.34,Source Verified,24.44,0.29,0,36,18-Feb,0
10.42,Verified,4.42,0.37,0,36,18-Jan,5
14.07,Source Verified,27.7,0.17,0,36,18-Mar,1
13.58,Source Verified,21.87,0.27,0,36,18-Mar,3
9.44,Not Verified,10.96,0.53,1,36,18-Feb,2
14.08,Verified,20.38,0.57,0,36,18-Feb,6
16.01,Source Verified,20.59,0.55,0,60,18-Mar,0
22.9,Not Verified,2.4,0.2,0,36,18-Mar,2
17.09,Not Verified,16.17,0.6,0,36,18-Feb,0
16.01,Source Verified,35.03,0.74,1,60,18-Feb,6
10.91,Not Verified,9.58,0.91,0,36,18-Mar,1
16.01,Source Verified,20.43,0.86,0,36,18-Feb,14
6.72,Not Verified,13.61,0.13,0,36,18-Jan,0
15.04,Source Verified,13.68,0.72,1,60,18-Mar,4
14.08,Source Verified,19.21,0.43,0,36,18-Jan,1
17.09,Verified,33.6,0.18,1,36,18-Feb,3
9.44,Source Verified,2.75,0.43,0,36,18-Jan,2
14.07,Source Verified,6.84,0.07,0,60,18-Mar,0
16.02,Source Verified,15.01,0.66,0,36,18-Jan,3
5.31,Source Verified,18.62,0.1,0,36,18-Mar,1
6.72,Not Verified,18.71,0.26,0,36,18-Feb,3
5.32,Not Verified,11.06,0.08,0,36,18-Jan,1
9.93,Not Verified,14.31,0.51,0,60,18-Jan,0
9.93,Not Verified,17.05,0.23,0,36,18-Jan,1
13.59,Verified,13.89,0.19,0,60,18-Feb,5
10.9,Source Verified,19.5,0.1,0,36,18-Feb,3
13.59,Verified,15.4,0.31,1,60,18-Jan,6
6.72,Not Verified,11.93,0.88,0,36,18-Feb,0
10.42,Not Verified,17.7,0.09,0,36,18-Jan,0
14.07,Not Verified,16.5,0.67,0,36,18-Mar,0
16.02,Source Verified,31.27,0.76,0,36,18-Feb,14
15.05,Source Verified,29.64,0.54,0,36,18-Jan,3
18.45,Source Verified,17.67,0.64,0,36,18-Mar,3
13.59,Verified,27.21,0.1,0,36,18-Feb,4
16.01,Source Verified,20.47,0.2,0,60,18-Mar,0
15.04,Not Verified,13.29,0.56,1,60,18-Mar,0
19.03,Not Verified,28.97,0.67,0,60,18-Jan,6
7.35,Source Verified,3.46,0,0,60,18-Feb,0
9.43,Not Verified,5.47,0.06,2,36,18-Mar,0
7.97,Not Verified,26.71,0.52,0,36,18-Jan,0
20.39,Verified,17.41,0.37,0,60,18-Mar,3
10.42,Source Verified,1.12,0.16,0,60,18-Jan,1
7.97,Source Verified,10.37,0.31,0,36,18-Jan,11
7.34,Verified,15.62,0.12,0,60,18-Feb,0
11.98,Source Verified,32.44,0.68,0,60,18-Mar,0
12.62,Not Verified,21.12,0.42,0,36,18-Feb,0
15.05,Source Verified,33.83,0.8,1,36,18-Feb,6
10.91,Source Verified,6.41,1,0,36,18-Jan,1
11.99,Not Verified,22.94,0.79,1,60,18-Feb,8
9.44,Not Verified,35.68,0.36,0,36,18-Jan,2
9.92,Source Verified,12.62,0.47,0,36,18-Mar,2
19.42,Verified,22.67,0.44,1,36,18-Mar,9
12.62,Source Verified,13.49,0.09,0,60,18-Feb,0
14.07,Not Verified,24.55,0.7,0,36,18-Feb,4
14.08,Not Verified,14.5,0.64,1,36,18-Feb,3
12.61,Source Verified,24.13,0.55,0,36,18-Mar,0
9.93,Not Verified,15.99,1.1,0,36,18-Feb,1
26.3,Source Verified,30.51,0.35,0,60,18-Feb,0
13.59,Source Verified,4.27,0.02,1,60,18-Feb,1
9.93,Source Verified,10.57,0.07,0,36,18-Feb,0
5.31,Not Verified,16.27,0.07,0,36,18-Mar,5
6.71,Not Verified,3.63,0.43,0,36,18-Mar,1
14.08,Source Verified,34.4,0.27,0,36,18-Feb,2
9.92,Source Verified,7.6,0.18,1,36,18-Mar,3
9.44,Source Verified,46.5,0.2,0,60,18-Jan,2
9.93,Not Verified,20.82,0.12,0,36,18-Jan,2
10.42,Not Verified,6.8,0.8,0,36,18-Jan,10
14.08,Not Verified,37.01,0.22,0,36,18-Feb,4
7.35,Verified,47.91,0.18,0,36,18-Jan,3
17.09,Source Verified,3.43,0.09,0,60,18-Feb,1
19.03,Source Verified,34.53,0.09,0,36,18-Jan,5
19.42,Not Verified,25.93,0.72,0,36,18-Mar,0
9.93,Source Verified,15.87,0.19,0,60,18-Jan,3
10.42,Not Verified,24.07,1.02,0,36,18-Jan,0
13.59,Source Verified,19.53,0.57,0,60,18-Jan,0
7.35,Source Verified,30.61,0.42,0,36,18-Jan,0
16.01,Not Verified,18.93,0.82,0,36,18-Mar,1
11.99,Source Verified,22.6,0.96,0,36,18-Feb,1
7.34,Not Verified,35.58,0.29,0,36,18-Mar,0
15.05,Source Verified,0.6,0.1,0,60,18-Feb,0
14.08,Not Verified,19.8,0.58,0,36,18-Jan,0
7.35,Source Verified,1.99,0.04,0,36,18-Jan,7
11.98,Verified,23.29,0.47,1,36,18-Mar,1
11.98,Source Verified,29.02,0.29,0,60,18-Feb,1
7.35,Source Verified,20.34,0.13,0,60,18-Jan,5
12.62,Not Verified,45.75,0.8,0,36,18-Feb,0
14.07,Source Verified,20.27,0.55,0,60,18-Feb,0
17.47,Source Verified,9.76,1.03,0,36,18-Mar,0
6.07,Not Verified,16.51,0.15,0,36,18-Mar,1
19.03,Verified,81.61,0.72,0,60,18-Jan,1
9.43,Verified,49.32,0.48,0,60,18-Mar,1
13.59,Source Verified,8.31,0.07,1,36,18-Jan,10
7.96,Source Verified,13.33,0.42,0,36,18-Mar,1
12.62,Verified,48.96,0.28,0,36,18-Feb,1
7.96,Source Verified,15.57,0.07,0,36,18-Mar,8
15.04,Verified,21.28,0.29,0,36,18-Mar,3
11.98,Not Verified,18.75,0.05,0,60,18-Mar,0
23.88,Verified,29.73,0.16,0,60,18-Jan,1
18.06,Source Verified,24.96,0.86,0,36,18-Jan,0
21.45,Verified,30.09,0.47,0,36,18-Jan,2
10.9,Verified,21.09,0.08,0,60,18-Mar,2
14.08,Source Verified,34.59,0.72,0,60,18-Feb,0
16.02,Not Verified,22.15,0.46,0,36,18-Jan,1
7.35,Not Verified,26.03,0.11,0,36,18-Feb,2
6.08,Not Verified,4.43,0.47,0,36,18-Feb,1
20,Not Verified,34.82,0.81,0,36,18-Jan,0
9.43,Source Verified,20.89,0.79,0,36,18-Mar,0
17.47,Verified,36.28,0.25,1,36,18-Mar,8
9.43,Not Verified,13.98,0.28,0,60,18-Feb,3
26.77,Not Verified,45.37,0.62,0,60,18-Mar,1
7.97,Not Verified,8.32,0.27,0,36,18-Jan,3
15.05,Not Verified,14.09,0.17,0,36,18-Jan,0
15.04,Verified,4.53,0.98,0,36,18-Mar,0
11.99,Not Verified,34.21,0.38,1,36,18-Feb,1
9.93,Verified,24.2,0.15,0,36,18-Feb,1
6.72,Not Verified,3.23,0.05,0,36,18-Jan,0
9.44,Not Verified,10.34,0.09,0,60,18-Feb,0
6.08,Source Verified,5.84,0.01,0,36,18-Jan,4
19.03,Not Verified,17.96,0.32,1,36,18-Jan,4
14.07,Source Verified,4.55,0.99,0,36,18-Mar,0
10.91,Verified,26.5,0.15,0,36,18-Jan,3
15.04,Verified,27.99,0.22,0,60,18-Mar,1
7.97,Not Verified,21.09,0.51,0,36,18-Jan,0
14.08,Not Verified,19.71,0.74,0,36,18-Jan,2
10.91,Verified,28.46,0.2,0,60,18-Feb,2
10.91,Source Verified,18.16,0.73,0,36,18-Jan,0
9.43,Not Verified,8.76,0.07,1,36,18-Mar,3
9.92,Not Verified,13.14,0.07,0,36,18-Mar,4
10.91,Verified,14.65,0.11,1,36,18-Feb,10
21.45,Verified,13.85,0.73,0,36,18-Feb,0
13.59,Not Verified,15.45,0.72,0,60,18-Feb,2
6.71,Source Verified,13.47,0.72,1,36,18-Mar,0
6.71,Source Verified,15.27,0.66,0,36,18-Mar,0
9.93,Source Verified,14,0.43,0,36,18-Jan,3
9.92,Verified,39.45,0.16,0,60,18-Mar,0
11.98,Source Verified,16.97,0.33,0,60,18-Mar,2
21.45,Not Verified,1.97,0.29,0,60,18-Jan,0
9.93,Not Verified,22.2,0.12,0,60,18-Feb,1
10.42,Source Verified,36.93,0.79,1,36,18-Jan,6
29.69,Verified,20.84,0.52,0,60,18-Jan,3
6.08,Source Verified,26.58,0.49,0,36,18-Feb,1
18.06,Verified,35.99,0.68,1,36,18-Feb,0
9.92,Not Verified,15.44,0.11,0,36,18-Mar,2
10.91,Not Verified,9.89,0.38,0,36,18-Feb,0
10.91,Not Verified,7.08,0.75,0,36,18-Jan,0
15.04,Source Verified,20.68,0.71,0,36,18-Mar,0
7.96,Not Verified,9.75,0.84,0,36,18-Mar,4
5.31,Not Verified,43.96,0.04,0,36,18-Mar,2
19.42,Source Verified,11.31,0.05,1,60,18-Mar,4
10.42,Not Verified,27.32,0.45,0,60,18-Feb,2
13.59,Not Verified,16.51,0.29,0,36,18-Jan,2
15.05,Not Verified,29.65,0.38,0,36,18-Feb,0
13.58,Verified,43.6,0.51,0,36,18-Mar,1
9.43,Source Verified,1.09,0.02,0,60,18-Feb,2
5.32,Source Verified,14.08,0.08,0,36,18-Jan,1
9.93,Source Verified,20.85,0.09,0,36,18-Jan,1
11.98,Verified,37.35,0.43,0,60,18-Mar,0
17.47,Verified,24.31,0.53,0,60,18-Mar,2
12.62,Verified,27.19,0.6,0,36,18-Jan,2
10.42,Verified,18.51,0.19,0,60,18-Jan,3
9.43,Source Verified,38.46,0.19,0,36,18-Feb,1
10.9,Not Verified,23.04,0.34,1,36,18-Mar,0
16.02,Not Verified,26.19,0.22,0,60,18-Jan,1
7.97,Source Verified,15.18,0.43,0,36,18-Jan,0
7.35,Not Verified,2.66,0.02,0,60,18-Jan,2
15.05,Source Verified,22.38,0.63,0,60,18-Jan,2
11.99,Source Verified,29.13,0.22,0,36,18-Feb,1
10.41,Source Verified,28.63,0.3,0,36,18-Mar,9
9.93,Not Verified,17.97,0.71,0,36,18-Jan,1
7.35,Not Verified,15.7,0.47,0,36,18-Jan,0
7.34,Source Verified,28.44,0.81,0,60,18-Mar,2
7.96,Source Verified,14.39,0.14,0,60,18-Mar,8
13.58,Not Verified,10,0.6,0,36,18-Feb,3
6.07,Source Verified,11.4,0.09,0,36,18-Mar,0
14.07,Verified,12.09,0.83,0,36,18-Mar,2
6.07,Not Verified,7.93,0.39,0,36,18-Mar,0
9.93,Not Verified,26.84,0.35,0,36,18-Jan,1
12.61,Not Verified,19.36,0.1,0,36,18-Mar,2
5.32,Not Verified,13.14,0.16,0,36,18-Feb,3
21.85,Verified,21.04,0.57,0,36,18-Mar,2
16.01,Verified,32.75,0.82,1,36,18-Feb,3
15.04,Not Verified,20.97,0.14,0,36,18-Mar,1
5.31,Not Verified,3.99,0.04,0,36,18-Feb,0
7.97,Not Verified,23.84,0.61,0,36,18-Feb,5
12.62,Not Verified,26.72,0.64,0,60,18-Jan,2
15.04,Verified,32.79,0.59,0,60,18-Mar,0
21.85,Verified,26.31,0.74,0,36,18-Feb,2
9.43,Not Verified,27.48,0.14,0,60,18-Mar,0
9.44,Not Verified,32.86,0.32,1,36,18-Jan,2
6.07,Not Verified,16.08,0.12,1,36,18-Mar,2
7.96,Source Verified,14.08,0.51,0,36,18-Mar,0
20,Not Verified,20.39,0.56,0,36,18-Jan,2
10.42,Not Verified,15.2,0.96,0,36,18-Feb,0
19.42,Verified,29.76,0.47,1,36,18-Mar,1
7.35,Source Verified,9.12,0.5,0,36,18-Jan,2
11.98,Verified,7.7,0.2,0,36,18-Mar,1
13.58,Verified,9.73,0.63,0,60,18-Mar,6
20.39,Not Verified,27.16,0.84,0,36,18-Mar,0
9.43,Source Verified,9.42,0.06,1,36,18-Mar,6
7.35,Not Verified,20.45,0.6,0,60,18-Jan,4
15.04,Verified,15.92,0.8,0,36,18-Mar,4
12.62,Verified,14.2,0.05,0,36,18-Feb,2
5.32,Source Verified,1.66,0.2,0,36,18-Feb,2
9.92,Not Verified,12.35,0.57,0,36,18-Mar,1
6.07,Source Verified,18.33,0.38,0,36,18-Feb,2
20,Source Verified,10.15,0.15,0,60,18-Feb,8
10.41,Verified,32.53,0.63,0,36,18-Mar,0
6.07,Source Verified,11.88,0.4,0,36,18-Mar,1
11.99,Not Verified,28.03,0.35,0,36,18-Jan,3
7.96,Not Verified,7.93,0.68,0,36,18-Mar,2
10.91,Source Verified,36.31,0.37,0,36,18-Feb,10
15.05,Source Verified,13.07,0.73,0,60,18-Jan,1
10.42,Not Verified,20.19,0.76,1,36,18-Jan,0
7.97,Source Verified,14.38,0.41,0,36,18-Feb,2
10.41,Not Verified,4.47,0.52,0,36,18-Mar,2
9.93,Not Verified,12.3,0.33,0,36,18-Mar,1
9.93,Not Verified,25.56,0.2,0,36,18-Jan,0
7.35,Source Verified,19.03,0.51,0,36,18-Feb,0
18.06,Source Verified,31.72,0.66,0,36,18-Jan,3
6.08,Source Verified,29.08,0.29,0,36,18-Jan,0
6.07,Source Verified,18.3,0.18,0,36,18-Mar,0
6.71,Source Verified,7.79,0.02,0,36,18-Mar,3
9.92,Not Verified,18.11,0.68,0,36,18-Feb,1
14.08,Source Verified,23.47,0.45,0,36,18-Jan,3
10.42,Not Verified,21.64,0.38,0,36,18-Jan,3
18.06,Not Verified,25.11,0.51,0,36,18-Jan,0
26.3,Source Verified,35.32,0.16,0,36,18-Feb,1
15.05,Verified,5.85,0.28,0,36,18-Jan,1
15.05,Source Verified,40.8,0.33,0,60,18-Jan,4
10.91,Source Verified,26.98,0.52,0,36,18-Jan,2
7.97,Verified,10.82,0.73,0,36,18-Jan,4
7.96,Not Verified,20.08,0.49,0,36,18-Feb,1
7.97,Not Verified,13.34,0.19,0,36,18-Feb,3
5.32,Source Verified,21.35,0.53,1,36,18-Jan,2
14.08,Source Verified,24.53,0.26,0,60,18-Feb,1
7.97,Not Verified,27.96,0.34,0,36,18-Feb,2
21.85,Verified,35.35,0.88,0,36,18-Mar,1
13.59,Source Verified,7.52,0.11,0,60,18-Jan,1
9.92,Not Verified,9.59,0.81,0,60,18-Mar,3
18.45,Verified,23.35,0.52,0,60,18-Mar,4
20,Source Verified,20.16,0.26,0,60,18-Feb,1
5.32,Not Verified,9.12,0.48,1,36,18-Jan,2
13.59,Source Verified,3.75,0.75,0,36,18-Feb,0
6.72,Verified,3.26,0.58,1,36,18-Jan,4
15.05,Verified,39.25,0.31,0,36,18-Mar,4
10.42,Not Verified,16.34,0.78,0,36,18-Jan,1
7.97,Not Verified,8.04,0.25,0,36,18-Jan,1
7.34,Verified,9.83,0.06,0,60,18-Mar,2
15.05,Source Verified,8.21,0.54,0,36,18-Feb,0
19.03,Not Verified,21.03,0.09,0,36,18-Jan,6
20.39,Verified,17.49,0.87,0,36,18-Feb,2
9.92,Not Verified,11.6,0.95,0,60,18-Mar,2
16.02,Source Verified,32.19,0.63,0,36,18-Feb,0
16.01,Verified,12.14,0.14,0,60,18-Mar,2
24.85,Not Verified,31.1,0.44,0,60,18-Jan,10
24.84,Not Verified,38.21,0.21,0,60,18-Mar,2
13.59,Source Verified,38.39,0.98,0,60,18-Feb,2
13.58,Not Verified,39.89,0.25,0,60,18-Mar,5
6.08,Not Verified,7.04,0.05,0,36,18-Jan,0
7.35,Verified,19.58,0.27,0,36,18-Jan,0
7.35,Source Verified,21.67,0.18,0,36,18-Jan,0
13.58,Not Verified,7.05,0.52,0,36,18-Mar,9
9.44,Not Verified,9.69,0.67,0,36,18-Jan,0
17.09,Verified,22.53,0.56,0,60,18-Feb,10
12.62,Source Verified,28.6,0.61,0,36,18-Feb,1
12.61,Source Verified,10.29,0.12,1,60,18-Mar,0
7.34,Source Verified,8.17,0.47,0,36,18-Mar,0
19.03,Verified,21.08,0.35,0,36,18-Jan,3
6.71,Not Verified,29.92,0.28,0,36,18-Mar,0
6.08,Not Verified,13.41,0.03,0,36,18-Feb,0
10.42,Not Verified,7.97,0.65,0,36,18-Feb,0
9.92,Not Verified,31.45,0.24,0,36,18-Mar,3
19.42,Verified,18.92,0.61,1,36,18-Mar,3
14.07,Verified,23.64,0.35,0,60,18-Mar,4
7.35,Not Verified,10.92,0.26,0,60,18-Feb,4
18.45,Verified,31.29,0.23,0,36,18-Mar,1
6.08,Source Verified,27.95,0.19,0,36,18-Jan,0
12.62,Verified,20.18,0.78,0,36,18-Jan,0
15.04,Source Verified,8.96,0.54,0,36,18-Mar,0
7.35,Not Verified,21.83,0.13,0,60,18-Jan,0
6.07,Not Verified,16.17,0.18,0,36,18-Mar,3
6.72,Not Verified,25.9,0.2,0,36,18-Jan,0
5.32,Not Verified,6.51,0.6,0,36,18-Jan,1
26.3,Verified,24.42,0.84,1,60,18-Jan,0
7.35,Verified,15.16,0.11,0,60,18-Feb,4
10.9,Verified,60.22,0.79,0,36,18-Mar,2
9.93,Source Verified,13.84,0.17,0,36,18-Jan,4
15.05,Not Verified,17.48,0.17,0,36,18-Jan,3
6.07,Not Verified,23.28,0.87,0,36,18-Feb,4
5.32,Not Verified,19.15,0.27,0,36,18-Jan,1
18.06,Not Verified,15.89,0.11,0,36,18-Feb,3
26.3,Verified,26.72,0.52,1,60,18-Feb,4
14.07,Source Verified,12.56,0.64,0,36,18-Mar,3
19.03,Source Verified,134.53,0.46,0,60,18-Jan,4
15.05,Source Verified,10.41,0.69,0,60,18-Feb,0
6.72,Not Verified,8.87,0.24,0,36,18-Feb,2
14.08,Verified,21.75,0.21,0,36,18-Jan,1
11.99,Source Verified,3.18,0.03,0,36,18-Jan,1
5.31,Not Verified,10.98,0.1,0,36,18-Mar,0
23.87,Verified,7.72,0.67,0,60,18-Feb,13
9.43,Not Verified,20.48,0.67,0,36,18-Mar,2
6.72,Source Verified,17.18,0.22,0,36,18-Feb,0
19.03,Verified,26.1,0.8,0,60,18-Jan,0
11.99,Source Verified,24.81,0.26,0,36,18-Jan,2
21.45,Source Verified,17.37,0.53,0,60,18-Jan,2
6.08,Source Verified,7.65,0.12,0,36,18-Feb,2
11.98,Source Verified,20.1,0.34,1,36,18-Feb,8
9.43,Source Verified,20.25,0.84,0,36,18-Mar,1
5.32,Not Verified,4.93,0.11,0,36,18-Feb,0
10.9,Source Verified,62.57,0.38,0,36,18-Mar,0
7.34,Not Verified,28.82,0.1,0,36,18-Mar,2
10.9,Source Verified,4.84,0.25,1,36,18-Mar,0
6.72,Verified,26.69,0.6,0,36,18-Jan,0
10.42,Verified,22.65,0.14,1,60,18-Feb,9
10.9,Source Verified,34.72,0.33,0,36,18-Mar,2
17.47,Verified,8.94,0.02,0,60,18-Mar,1
16.01,Source Verified,18.99,0.79,1,36,18-Mar,1
11.99,Not Verified,5.31,0.35,0,36,18-Feb,1
26.3,Source Verified,7.46,0.67,1,60,18-Jan,0
9.44,Not Verified,26.4,0.12,0,60,18-Jan,0
10.42,Verified,43.95,0.25,0,60,18-Jan,3
11.98,Source Verified,5.25,0.31,0,60,18-Mar,8
7.96,Verified,15.81,0.45,1,36,18-Mar,1
11.98,Not Verified,6.02,0.42,0,36,18-Mar,0
5.32,Source Verified,15.13,0.11,0,36,18-Jan,2
6.72,Not Verified,20.07,0.1,0,36,18-Jan,0
9.44,Source Verified,0.69,0.06,1,36,18-Feb,4
6.07,Source Verified,15.74,0.11,0,36,18-Mar,1
21.45,Source Verified,28.68,0.9,0,36,18-Feb,9
12.62,Verified,25,0.11,0,36,18-Jan,1
13.58,Source Verified,24.58,0.46,0,36,18-Mar,5
25.82,Verified,34.28,0.44,0,60,18-Jan,1
5.31,Not Verified,6.72,0.01,0,36,18-Mar,2
15.04,Source Verified,4.32,0.07,0,60,18-Feb,5
6.08,Not Verified,7.83,0.51,0,36,18-Feb,2
10.42,Not Verified,11.4,0.19,0,36,18-Feb,3
6.72,Source Verified,10.08,0.12,0,36,18-Jan,2
